symbol,name
NBCC,NBCC (India) Limited
NBIFIN,N. B. I. Industrial Finance Company Limited
NCC,NCC Limited
NCLIND,NCL Industries Limited
NDGL,Naga Dhunseri Group Limited
NDL,Nandan Denim Limited
NDLVENTURE,NDL Ventures Limited
NDRAUTO,Ndr Auto Components Limited
NDTV,New Delhi Television Limited
NEAGI,Neelamalai Agro Industries Limited
NECLIFE,Nectar Lifesciences Limited
NELCAST,Nelcast Limited
NELCO,NELCO Limited
NEOGEN,Neogen Chemicals Limited
NEPHROPLUS,Nephrocare Health Services Limited
NESCO,Nesco Limited
NESTLEIND,Nestle India Limited
NETWEB,Netweb Technologies India Limited
NETWORK18,Network18 Media & Investments Limited
NEULANDLAB,Neuland Laboratories Limited
NEWGEN,Newgen Software Technologies Limited
NEXTMEDIA,Next Mediaworks Limited
NFL,National Fertilizers Limited
NGIL,Nakoda Group of Industries Limited
NGLFINE,NGL Fine-Chem Limited
NH,Narayana Hrudayalaya Ltd.
NHPC,NHPC Limited
NIACL,The New India Assurance Company Limited
NIBE,NIBE Limited
NIBL,NRB Industrial Bearings Limited
NICCOPAR,Nicco Parks & Resorts Limited
NIITLTD,NIIT Limited
NIITMTS,NIIT Learning Systems Limited
NILAINFRA,Nila Infrastructures Limited
NILASPACES,Nila Spaces Limited
NILE,Nile Limited
NILKAMAL,Nilkamal Limited
NIMBSPROJ,Nimbus Projects Limited
NINSYS,NINtec Systems Limited
NIPPOBATRY,Indo-National Limited
NIRAJ,Niraj Cement Structurals Limited
NIRLON,Nirlon Limited
NITCO,Nitco Limited
NITINSPIN,Nitin Spinners Limited
NITIRAJ,Nitiraj Engineers Limited
NITTAGELA,Nitta Gelatin India Limited
NIVABUPA,Niva Bupa Health Insurance Company Limited
NKIND,NK Industries Limited
NLCINDIA,NLC India Limited
NMDC,NMDC Limited
NOCIL,NOCIL Limited
NOIDATOLL,Noida Toll Bridge Company Limited
NORBTEAEXP,Norben Tea & Exports Limited
NORTHARC,Northern Arc Capital Limited
NOVARTIND,Novartis India Limited
NPST,Network People Services Technologies Limited
NRAIL,N R Agarwal Industries Limited
NRBBEARING,NRB Bearing Limited
NSIL,Nalwa Sons Investments Limited
NSLNISP,NMDC Steel Limited
NTCIND,NTC Industries Limited
NTPC,NTPC Limited
NTPCGREEN,NTPC Green Energy Limited
NUCLEUS,Nucleus Software Exports Limited
NUVAMA,Nuvama Wealth Management Limited
NUVOCO,Nuvoco Vistas Corporation Limited
NYKAA,FSN E-Commerce Ventures Limited
OAL,Oriental Aromatics Limited
OBCL,OBCL Limited
OBEROIRLTY,Oberoi Realty Limited
ODIGMA,Odigma Consultancy Solutions Limited
ODYCORP,Odyssey Corporation Limited
OFSS,Oracle Financial Services Software Limited
OIL,Oil India Limited
OLAELEC,Ola Electric Mobility Limited
OLECTRA,Olectra Greentech Limited
OMAXAUTO,Omax Autos Limited
OMAXE,Omaxe Limited
OMINFRAL,OM INFRA LIMITED
OMNI,Omnitech Engineering Limited
OMPOWER,Om Power Transmission Limited
ONEGLOBAL,One Global Service Provider Limited
ONEPOINT,One Point One Solutions Limited
ONESOURCE,Onesource Specialty Pharma Limited
ONGC,Oil & Natural Gas Corporation Limited
ONIDA,Onida Electronics Limited
ONIXSOLAR,Onix Solar Energy Limited
ONWARDTEC,Onward Technologies Limited
OPTIEMUS,Optiemus Infracom Limited
OPTIFIN,Optimus Finance Limited
ORCHASP,Orchasp Limited
ORCHPHARMA,Orchid Pharma Limited
ORICONENT,Oricon Enterprises Limited
ORIENTALTL,Oriental Trimex Limited
ORIENTBELL,Orient Bell Limited
ORIENTCEM,Orient Cement Limited
ORIENTCER,ORIENT CERATECH LIMITED
ORIENTELEC,Orient Electric Limited
ORIENTHOT,Oriental Hotels Limited
ORIENTPPR,Orient Paper & Industries Limited
ORIENTTECH,Orient Technologies Limited
ORIRAIL,Oriental Rail Infrastructure Limited
ORISSAMINE,The Orissa Minerals Development Company Limited
ORKLAINDIA,Orkla India Limited
ORTINGLOBE,ORTIN GLOBAL LIMITED
OSWALAGRO,Oswal Agro Mills Limited
OSWALGREEN,Oswal Greentech Limited
OSWALPUMPS,Oswal Pumps Limited
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited
PACEDIGITK,Pace Digitek Limited
PACIFICI,Pacific Industries Limited
PAGEIND,Page Industries Limited
PAISALO,Paisalo Digital Limited
PAKKA,PAKKA LIMITED
PALASHSECU,Palash Securities Limited
PALREDTEC,Palred Technologies Limited
PANACEABIO,Panacea Biotec Limited
PANAMAPET,Panama Petrochem Limited
PANCHMAHQ,Panchmahal Steel Limited
PANORAMA,Panorama Studios International Limited
PANSARI,Pansari Developers Limited
PARACABLES,Paramount Communications Limited
PARADEEP,Paradeep Phosphates Limited
PARAGMILK,Parag Milk Foods Limited
PARAS,Paras Defence and Space Technologies Limited
PARASPETRO,Paras Petrofils Limited
PARKHOSPS,Park Medi World Limited
PARKHOTELS,Apeejay Surrendra Park Hotels Limited
PARNAXLAB,Parnax Lab Limited
PASHUPATI,Pashupati Cotspin Limited
PATANJALI,Patanjali Foods Limited
PATELENG,Patel Engineering Limited
PATELRMART,Patel Retail Limited
PAUSHAKLTD,Paushak Limited
PAVNAIND,Pavna Industries Limited
PAYTM,One 97 Communications Limited
PBMPOLY,PBM Polytex Limited
PCBL,PCBL Chemical Limited
PCJEWELLER,PC Jeweller Limited
PDMJEPAPER,Pudumjee Paper Products Limited
PDSL,PDS Limited
PEARLPOLY,Pearl Polymers Limited
PENIND,Pennar Industries Limited
PENINLAND,Peninsula Land Limited
PERMAGN,Permanent Magnets Limited
PERNIASPOP,Purple Style Labs Limited
PERSISTENT,Persistent Systems Limited
PETRONET,Petronet LNG Limited
PFC,Power Finance Corporation Limited
PFIZER,Pfizer Limited
PFOCUS,Prime Focus Limited
PFS,PTC India Financial Services Limited
PGEL,PG Electroplast Limited
PGHH,Procter & Gamble Hygiene and Health Care Limited
PGHL,Procter & Gamble Health Limited
PGIL,Pearl Global Industries Limited
PHOENIXLTD,The Phoenix Mills Limited
PHOENXINTL,Phoenix International Limited
PICCADIL,Piccadily Agro Industries Limited
PIDILITIND,Pidilite Industries Limited
PIGL,Power & Instrumentation (Gujarat) Limited
PIIND,PI Industries Limited
PILANIINVS,Pilani Investment and Industries Corporation Limited
PILITA,PIL ITALICA LIFESTYLE LIMITED
PINELABS,Pine Labs Limited
PIONEEREMB,Pioneer Embroideries Limited
PIRAMALFIN,Piramal Finance Limited
PITTIENG,Pitti Engineering Limited
PIXTRANS,Pix Transmissions Limited
PKTEA,The Peria Karamalai Tea & Produce Company Limited
PLASTIBLEN,Plastiblends India Limited
PLATIND,Platinum Industries Limited
PLAZACABLE,Plaza Wires Limited
PML,Paul Merchants Limited
PNB,Punjab National Bank
PNBGILTS,PNB Gilts Limited
PNBHOUSING,PNB Housing Finance Limited
PNC,Pritish Nandy Communications Limited
PNCINFRA,PNC Infratech Limited
PNGJL,P N Gadgil Jewellers Limited
PNGSREVA,PNGS Reva Diamond Jewellery Limited
POCL,Pondy Oxides & Chemicals Limited
PODDARMENT,Poddar Pigments Limited
POEL,POCL Enterprises Limited
POKARNA,Pokarna Limited
POLICYBZR,PB Fintech Limited
POLYCAB,Polycab India Limited
POLYMED,Poly Medicure Limited
POLYPLEX,Polyplex Corporation Limited
POLYSPIN,Polyspin Exports Limited
PONNIERODE,Ponni Sugars (Erode) Limited
POONAWALLA,Poonawalla Fincorp Limited
POWERGRID,Power Grid Corporation of India Limited
POWERICA,Powerica Limited
POWERINDIA,Hitachi Energy India Limited
POWERMECH,Power Mech Projects Limited
PPLPHARMA,Piramal Pharma Limited
PRABHA,Prabha Energy Limited
PRAENG,Prajay Engineers Syndicate Limited
PRAJIND,Praj Industries Limited
PRAKASH,Prakash Industries Limited
PRAKASHSTL,Prakash Steelage Limited
PRAVEG,Praveg Limited
PRAXIS,Praxis Home Retail Limited
PRECAM,Precision Camshafts Limited
PRECOT,Precot Limited
PRECWIRE,Precision Wires India Limited
PREMCO,Premco Global Limited
PREMEXPLN,Premier Explosives Limited
PREMIERENE,Premier Energies Limited
PREMIERPOL,Premier Polyfilm Limited
PRESTIGE,Prestige Estates Projects Limited
PRICOLLTD,Pricol Limited
PRIMESECU,Prime Securities Limited
PRIMO,Primo Chemicals Limited
PRINCEPIPE,Prince Pipes And Fittings Limited
PRISMX,Prismx Global Ventures Limited
PRIVISCL,Privi Speciality Chemicals Limited
PROSTARM,Prostarm Info Systems Limited
PROTEAN,Protean eGov Technologies Limited
PROZONER,Prozone Realty Limited
PRSMJOHNSN,Prism Johnson Limited
PRUDENT,Prudent Corporate Advisory Services Limited
PSB,Punjab & Sind Bank
PSPPROJECT,PSP Projects Limited
PTC,PTC India Limited
PTCIL,PTC Industries Limited
PTL,PTL Enterprises Limited
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited
PURVA,Puravankara Limited
PVP,PVP Ventures Limited
PVRINOX,PVR INOX Limited
PVSL,Popular Vehicles and Services Limited
PWL,Physicswallah Limited
PYRAMID,Pyramid Technoplast Limited
QPOWER,Quality Power Electrical Equipments Limited
QUADFUTURE,Quadrant Future Tek Limited
QUESS,Quess Corp Limited
QUICKHEAL,Quick Heal Technologies Limited
QUINT,Quint Digital Limited
RACE,Race Eco Chain Limited
RACLGEAR,RACL Geartech Limited
RADAAN,Radaan Mediaworks India Limited
RADHIKAJWE,Radhika Jeweltech Limited
RADIANTCMS,Radiant Cash Management Services Limited
RADICO,Radico Khaitan Limited
RADIOCITY,Music Broadcast Limited
RAILTEL,Railtel Corporation Of India Limited
RAIN,Rain Industries Limited
RAINBOW,Rainbow Childrens Medicare Limited
RAJMET,Rajnandini Metal Limited
RAJPALAYAM,Rajapalayam Mills Limited
RAJRATAN,Rajratan Global Wire Limited
RAJSREESUG,Rajshree Sugars & Chemicals Limited
RAJTV,Raj Television Network Limited
RALLIS,Rallis India Limited
RAMANEWS,Shree Rama Newsprint Limited
RAMAPHO,Rama Phosphates Limited
RAMBHAJO,Advit Jewels Limited
RAMCOCEM,The Ramco Cements Limited
RAMCOIND,Ramco Industries Limited
RAMCOSYS,Ramco Systems Limited
RAMKY,Ramky Infrastructure Limited
RAMRAT,Ram Ratna Wires Limited
RANASUG,Rana Sugars Limited
RANEHOLDIN,Rane Holdings Limited
RATEGAIN,Rategain Travel Technologies Limited
RATNAMANI,Ratnamani Metals & Tubes Limited
RATNAVEER,Ratnaveer Precision Engineering Limited
RAYMOND,Raymond Limited
RAYMONDLSL,Raymond Lifestyle Limited
RAYMONDREL,Raymond Realty Limited
RBA,Restaurant Brands Asia Limited
RBLBANK,RBL Bank Limited
RCF,Rashtriya Chemicals and Fertilizers Limited
RECLTD,REC Limited
REDINGTON,Redington Limited
REDTAPE,Redtape Limited
REFEX,Refex Industries Limited
REGAAL,Regaal Resources Limited
REGENCERAM,Regency Ceramics Limited
RELAXO,Relaxo Footwears Limited
RELCHEMQ,Reliance Chemotex Industries Limited
RELIABLE,Reliable Data Services Limited
RELIANCE,Reliance Industries Limited
RELIGARE,Religare Enterprises Limited
RELTD,Ravindra Energy Limited
REMSONSIND,Remsons Industries Limited
RENUKA,Shree Renuka Sugars Limited
REPCOHOME,Repco Home Finance Limited
REPRO,Repro India Limited
RESPONIND,Responsive Industries Limited
RETAIL,JHS Svendgaard Retail Ventures Limited
RGL,Renaissance Global Limited
RHETAN,Rhetan TMT Limited
RHIM,RHI MAGNESITA INDIA LIMITED
RHL,Robust Hotels Limited
RICOAUTO,Rico Auto Industries Limited
RIIL,Reliance Industrial Infrastructure Limited
RIR,RIR Power Electronics Limited
RISHABH,Rishabh Instruments Limited
RITCO,Ritco Logistics Limited
RITES,RITES Limited
RKDL,Ravi Kumar Distilleries Limited
RKEC,RKEC Projects Limited
RKFORGE,Ramkrishna Forgings Limited
RKSWAMY,R K Swamy Limited
RMC,RMC Switchgears Limited
RML,Rane (Madras) Limited
ROHLTD,Royal Orchid Hotels Limited
ROLEXRINGS,Rolex Rings Limited
ROML,Raj Oil Mills Limited
ROSSARI,Rossari Biotech Limited
ROSSELLIND,Rossell India Limited
ROSSTECH,Rossell Techsys Limited
ROTO,Roto Pumps Limited
ROUTE,ROUTE MOBILE LIMITED
RPEL,Raghav Productivity Enhancers Limited
RPGLIFE,RPG Life Sciences Limited
RPOWER,Reliance Power Limited
RPPINFRA,R.P.P. Infra Projects Limited
RPSGVENT,RPSG VENTURES LIMITED
RPTECH,Rashi Peripherals Limited
RRECL,RDB Real Estate Constructions Limited
RRIL,RRIL Limited
RRKABEL,R R Kabel Limited
RSL,Rajputana Stainless Limited
RSSOFTWARE,R. S. Software (India) Limited
RSYSTEMS,R Systems International Limited
RTNINDIA,RattanIndia Enterprises Limited
RTNPOWER,RattanIndia Power Limited
RTSPOWR,RTS Power Corporation Limited
RUBFILA,Rubfila International Limited
RUBICON,Rubicon Research Limited
RUBYMILLS,The Ruby Mills Limited
RUCHINFRA,Ruchi Infrastructure Limited
RUCHIRA,Ruchira Papers Limited
RUDRA,Rudra Global Infra Products Limited
RUPA,Rupa & Company Limited
RUSHIL,Rushil Decor Limited
RUSTOMJEE,Keystone Realtors Limited
RVHL,Ravinder Heights Limited
RVNL,Rail Vikas Nigam Limited
RVTH,Revathi Equipment India Limited
S&SPOWER,S&S Power Switchgears Limited
SAATVIKGL,Saatvik Green Energy Limited
SAB,SAB Industries Limited
SADBHAV,Sadbhav Engineering Limited
SAFARI,Safari Industries (India) Limited
SAGARDEEP,Sagardeep Alloys Limited
SAGCEM,Sagar Cements Limited
SAGILITY,SAGILITY LIMITED
SAHLIBHFI,Shalibhadra Finance Limited
SAHYADRI,Sahyadri Industries Limited
SAICAPI,Sai Capital Limited
SAIL,Steel Authority of India Limited
SAILIFE,Sai Life Sciences Limited
SAIPARENT,Sai Parenterals Limited
SAKAR,Sakar Healthcare Limited
SAKHTISUG,Sakthi Sugars Limited
SAKSOFT,Saksoft Limited
SAKUMA,Sakuma Exports Limited
SALASAR,Salasar Techno Engineering Limited
SALONA,Salona Cotspin Limited
SALSTEEL,S.A.L. Steel Limited
SALZERELEC,Salzer Electronics Limited
SAMBANDAM,Sambandam Spinning Mills Limited
SAMBHAAV,Sambhaav Media Limited
SAMBHV,Sambhv Steel Tubes Limited
SAMHI,Samhi Hotels Limited
SAMMAANCAP,Sammaan Capital Limited
SAMPANN,Sampann Utpadan India Limited
SANATHAN,Sanathan Textiles Limited
SANDESH,The Sandesh Limited
SANDHAR,Sandhar Technologies Limited
SANDUMA,Sandur Manganese & Iron Ores Limited
SANGAMIND,Sangam (India) Limited
SANGHVIMOV,Sanghvi Movers Limited
SANOFI,Sanofi India Limited
SANOFICONR,Sanofi Consumer Healthcare India Limited
SANSERA,Sansera Engineering Limited
SANSTAR,Sanstar Limited
SAPPHIRE,Sapphire Foods India Limited
SAPPL,Shree Ajit Pulp & Paper Limited
SARDAEN,Sarda Energy & Minerals Limited
SAREGAMA,Saregama India Limited
SARLAPOLY,Sarla Performance Fibers Limited
SARVESHWAR,Sarveshwar Foods Limited
SASKEN,Sasken Technologies Limited
SATIA,Satia Industries Limited
SATIN,Satin Creditcare Network Limited
SAURASHCEM,Saurashtra Cement Limited
SAYAJIHOTL,Sayaji Hotels Limited
SAYAJIIND,Sayaji Industries Limited
SBC,SBC Exports Limited
SBCL,Shivalik Bimetal Controls Limited
SBFC,SBFC Finance Limited
SBGLP,Suratwwala Business Group Limited
SBICARD,SBI Cards and Payment Services Limited
SBIFUNDS,SBI Funds Management Limited
SBILIFE,SBI Life Insurance Company Limited
SBIN,State Bank of India
SCHAEFFLER,Schaeffler India Limited
SCHAND,S Chand And Company Limited
SCHNEIDER,Schneider Electric Infrastructure Limited
SCI,Shipping Corporation Of India Limited
SCILAL,Shipping Corporation of India Land and Assets Limited
SCODATUBES,Scoda Tubes Limited
SDBL,Som Distilleries & Breweries Limited
SEAMECLTD,Seamec Limited
SECMARK,SecMark Consultancy Limited
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
SEDEMAC,SEDEMAC Mechatronics Limited
SEIL,Shanti Educational Initiatives Limited
SEJALLTD,Sejal Glass Limited
SEKURITIND,Saint Gobain Sekurit India Limited
SELMC,SEL Manufacturing Company Limited
SEMAC,Semac Construction Limited
SENCO,Senco Gold Limited
SENORES,Senores Pharmaceuticals Limited
SEPC,SEPC Limited
SERVOTECH,Servotech Renewable Power System Limited
SESHAPAPER,Seshasayee Paper and Boards Limited
SETL,Standard Engineering Technology Limited
SFL,Sheela Foam Limited
SGFIN,SG Finserve Limited
SGIL,Synergy Green Industries Limited
SGL,STL Global Limited
SGLRES,SGL Resources Limited
SGMART,SG Mart Limited
SGRL,Shree Ganesh Remedies Limited
SHADOWFAX,Shadowfax Technologies Limited
SHAH,Shah Metacorp Limited
SHAILY,Shaily Engineering Plastics Limited
SHAKTIPUMP,Shakti Pumps (India) Limited
SHALBY,Shalby Limited
SHANKARA,Shankara Building Products Limited
SHANKESH,Shankesh Jewellers Limited
SHANTI,Shanti Overseas (India) Limited
SHANTIGEAR,Shanthi Gears Limited
SHANTIGOLD,Shanti Gold International Limited
SHARDACROP,Sharda Cropchem Limited
SHARDAMOTR,Sharda Motor Industries Limited
SHAREINDIA,Share India Securities Limited
SHBAJRG,Shri Bajrang Alliance Limited
SHERVANI,Shervani Industrial Syndicate Limited
SHILCTECH,Shilchar Technologies Limited
SHILGRAVQ,Shilp Gravures Limited
SHILPAMED,Shilpa Medicare Limited
SHINDL,Sharat Industries Limited
SHIPROCKET,Shiprocket Limited
SHIVAAGRO,Shiva Global Agro Industries Limited
SHIVACEM,Shiva Cement Limited
SHIVALIK,Shivalik Rasayan Limited
SHIVAMAUTO,Shivam Autotech Limited
SHIVAMILLS,Shiva Mills Limited
SHIVATEX,Shiva Texyarn Limited
SHIVAUM,Shiv Aum Steels Limited
SHK,S H Kelkar and Company Limited
SHOPERSTOP,Shoppers Stop Limited
SHRADDHA,Shraddha Prime Projects Limited
SHRADHA,Shradha Realty Limited
SHREDIGCEM,Shree Digvijay Cement Co.Ltd
SHREECEM,SHREE CEMENT LIMITED
SHREEJISPG,Shreeji Shipping Global Limited
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited
SHREERAMA,Shree Rama Multi-Tech Limited
SHREYANIND,Shreyans Industries Limited
SHRIKRISH,Shri Krishna Devcon Limited
SHRINGARMS,Shringar House of Mangalsutra Limited
SHRIPISTON,SPR Auto Technologies Limited
SHRIRAMFIN,Shriram Finance Limited
SHRIRAMPPS,Shriram Properties Limited
SHRJAGP,Shri Jagdamba Polymers Limited
SHUKRAPHAR,Shukra Pharmaceuticals Limited
SHYAMMETL,Shyam Metalics and Energy Limited
SHYAMTEL,Shyam Telecom Limited
SICAGEN,Sicagen India Limited
SIEL,Superior Industrial Enterprises Limited
SIEMENS,Siemens Limited
SIGACHI,Sigachi Industries Limited
SIGMA,Sigma Solve Limited
SIGNATURE,Signatureglobal (India) Limited
SIGNPOST,Signpost India Limited
SIKA,Sika Interplant Systems Limited
SIL,Standard Industries Limited
SILGO,Silgo Retail Limited
SILINV,SIL Investments Limited
SILLYMONKS,Silly Monks Entertainment Limited
SILVERTUC,Silver Touch Technologies Limited
SIMPLEXINF,Simplex Infrastructures Limited
SIMPLXREA,Simplex Realty Limited
SINCLAIR,Sinclairs Hotels Limited
SINDHUTRAD,Sindhu Trade Links Limited
SINGERIND,Singer India Limited
SINTERCOM,Sintercom India Limited
SIRCA,Sirca Paints India Limited
SIS,SIS LIMITED
SIYSIL,Siyaram Silk Mills Limited
SJS,S.J.S. Enterprises Limited
SJVN,SJVN Limited
SKFINDIA,SKF India Limited
SKFINDUS,SKF India (Industrial) Limited
SKIPPER,Skipper Limited
SKMEGGPROD,SKM Egg Products Export (India) Limited
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED
SKYWAYS,Skyways Air Services Limited
SMARTWORKS,Smartworks Coworking Spaces Limited
SMCGLOBAL,SMC Global Securities Limited
SMLMAH,SML Mahindra Limited
SMLT,Sarthak Metals Limited
SMSPHARMA,SMS Pharmaceuticals Limited
SNOWMAN,Snowman Logistics Limited
SOBHA,Sobha Limited
SOFTTECH,Softtech Engineers Limited
SOLARA,Solara Active Pharma Sciences Limited
SOLARINDS,Solar Industries India Limited
SOLARWORLD,Solarworld Energy Solutions Limited
SOLEX,Solex Energy Limited
SOMANYCERA,Somany Ceramics Limited
SOMATEX,Soma Textiles & Industries Limited
SOMICONVEY,Somi Conveyor Beltings Limited
SONACOMS,Sona BLW Precision Forgings Limited
SONAL,Sonal Mercantile Limited
SONATSOFTW,Sonata Software Limited
SOTL,Savita Oil Technologies Limited
SOUTHBANK,The South Indian Bank Limited
SOUTHWEST,South West Pinnacle Exploration Limited
SPAL,S. P. Apparels Limited
SPANDANA,Spandana Sphoorty Financial Limited
SPARC,Sun Pharma Advanced Research Company Limited
SPCENET,Spacenet Enterprises India Limited
SPELS,SPEL Semiconductor Limited
SPENCERS,Spencer's Retail Limited
SPIC,Southern Petrochemicals Industries Corporation  Limited
SPLIL,SPL Industries Limited
SPLPETRO,Supreme Petrochem Limited
SPMLINFRA,SPML Infra Limited
SPORTKING,Sportking India Limited
SRD,Shankar Lal Rampal Dye-Chem Limited
SREEL,Sreeleathers Limited
SRF,SRF Limited
SRGHFL,SRG Housing Finance Limited
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited
SRM,SRM Contractors Limited
SRTL,Shree Ram Twistex Limited
SSDL,Saraswati Saree Depot Limited
SSWL,Steel Strips Wheels Limited
STANLEY,Stanley Lifestyles Limited
STAR,Strides Pharma Science Limited
STARCEMENT,Star Cement Limited
STARHEALTH,Star Health and Allied Insurance Company Limited
STARPAPER,Star Paper Mills Limited
STARTECK,Starteck Finance Limited
STCINDIA,The State Trading Corporation of India Limited
STEELCAS,Steelcast Limited
STEELCITY,Steel City Securities Limited
STEELXIND,STEEL EXCHANGE INDIA LIMITED
STEL,Stel Holdings Limited
STLNETWORK,STL Networks Limited
STLSTRINF,Steel Strips Infrastructures Limited
STOVEKRAFT,Stove Kraft Limited
STUDDS,Studds Accessories Limited
STYL,Seshaasai Technologies Limited
STYLAMIND,Stylam Industries Limited
STYLEBAAZA,Baazar Style Retail Limited
STYRENIX,Styrenix Performance Materials Limited
SUBEXLTD,Subex Limited
SUBROS,Subros Limited
SUDARCOLOR,Sudarshan Colorants India Limited
SUDARSCHEM,Sudarshan Chemical Industries Limited
SUDEEPPHRM,Sudeep Pharma Limited
SUKHJITS,Sukhjit Starch & Chemicals Limited
SULA,Sula Vineyards Limited
SUMEDHA,Sumedha Fiscal Services Limited
SUMEETINDS,Sumeet Industries Limited
SUMICHEM,Sumitomo Chemical India Limited
SUMIT,Sumit Woods Limited
SUMMITSEC,Summit Securities Limited
SUNCLAY,Sundaram Clayton Limited
SUNDARAM,Sundaram Multi Pap Limited
SUNDARMFIN,Sundaram Finance Limited
SUNDRMFAST,Sundram Fasteners Limited
SUNDROP,Sundrop Brands Limited
SUNFLAG,Sunflag Iron And Steel Company Limited
SUNLOC,Sunil Healthcare Limited
SUNPHARMA,Sun Pharmaceutical Industries Limited
SUNRAKSHAK,Sunrakshakk Industries India Limited
SUNSHIEL,Sunshield Chemicals Limited
SUNSHINE,Sunshine Pictures Limited
SUNTECK,Sunteck Realty Limited
SUNTV,Sun TV Network Limited
SUPERHOUSE,Superhouse Limited
SUPRAJIT,Suprajit Engineering Limited
SUPREME,Supreme Holdings & Hospitality (India) Limited
SUPREMEIND,Supreme Industries Limited
SUPREMEINF,Supreme Infrastructure India Limited
SUPRIYA,Supriya Lifescience Limited
SURAJEST,Suraj Estate Developers Limited
SURAJLTD,Suraj Limited
SURAKSHA,Suraksha Diagnostic Limited
SURANASOL,Surana Solar Limited
SURANAT&P,Surana Telecom and Power Limited
SURYALA,Suryalata Spinning Mills Limited
SURYALAXMI,Suryalakshmi Cotton Mills Limited
SURYAROSNI,Surya Roshni Limited
SURYODAY,Suryoday Small Finance Bank Limited
SUVEN,Suven Life Sciences Limited
SUVIDHAA,Suvidhaa Infoserve Limited
SUYOG,Suyog Telematics Limited
SUZLON,Suzlon Energy Limited
SVGLOBAL,S V Global Mill Limited
SVPGLOB,SVP GLOBAL TEXTILES LIMITED
SWANCORP,SWAN CORP LIMITED
SWARAJENG,Swaraj Engines Limited
SWARNSAR,Swarnsarita Jewels India Limited
SWELECTES,Swelect Energy Systems Limited
SWIGGY,Swiggy Limited
SWSOLAR,Sterling and Wilson Renewable Energy Limited
SYMBIOTEC,Symbiotec Pharmalab Limited
SYMPHONY,Symphony Limited
SYNCOMF,Syncom Formulations (India) Limited
SYNGENE,Syngene International Limited
SYRMA,Syrma SGS Technology Limited
TAALTECH,Taal Tech Limited
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited
TAJGVK,Taj GVK Hotels & Resorts Limited
TAKE,TAKE Limited
TALBROAUTO,Talbros Automotive Components Limited
TANAA,Taneja Aerospace & Aviation Limited
TANLA,Tanla Platforms Limited
TARACHAND,Tara Chand InfraLogistic Solutions Limited
TARAPUR,Tarapur Transformers Limited
TARC,TARC Limited
TARIL,Transformers And Rectifiers (India) Limited
TARMAT,Tarmat Limited
TARSONS,Tarsons Products Limited
TASTYBITE,Tasty Bite Eatables Limited
TATACAP,Tata Capital Limited
TATACHEM,Tata Chemicals Limited
TATACOMM,Tata Communications Limited
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED
TATAELXSI,Tata Elxsi Limited
TATAINVEST,Tata Investment Corporation Limited
TATAPOWER,Tata Power Company Limited
TATASTEEL,Tata Steel Limited
TATATECH,Tata Technologies Limited
TATVA,Tatva Chintan Pharma Chem Limited
TBOTEK,TBO Tek Limited
TBZ,Tribhovandas Bhimji Zaveri Limited
TCC,TCC Concept Limited
TCI,Transport Corporation of India Limited
TCIEXP,TCI Express Limited
TCPLPACK,TCPL Packaging Limited
TCS,Tata Consultancy Services Limited
TDPOWERSYS,TD Power Systems Limited
TEAMGTY,Team India Guaranty Limited
TEAMLEASE,Teamlease Services Limited
TECHM,Tech Mahindra Limited
TECHNOCRAF,Technocraft Ventures Limited
TECHNOE,Techno Electric & Engineering Company Limited
TECHNVISN,TechNVision Ventures Limited
TECILCHEM,TECIL Chemicals and Hydro Power Limited
TEGA,Tega Industries Limited
TEJASNET,Tejas Networks Limited
TEMBO,Tembo Global Industries Limited
TEMPSENS,Tempsens Instruments (India) Limited
TENNIND,Tenneco Clean Air India Limited
TERAI,Terai Tea Company Limited
TERASOFT,Tera Software Limited
TEXINFRA,Texmaco Infrastructure & Holdings Limited
TEXMOPIPES,Texmo Pipes and Products Limited
TEXRAIL,Texmaco Rail & Engineering Limited
TFCILTD,Tourism Finance Corporation of India Limited
TFL,Transwarranty Finance Limited
TGBHOTELS,TGB Banquets And Hotels Limited
TGVSL,TGV Sraac Limited
THACKER,Thacker & Company Limited
THAKDEV,Thakkers Developers Limited
THANGAMAYL,Thangamayil Jewellery Limited
THEINVEST,The Investment Trust Of India Limited
THEJO,Thejo Engineering Limited
THELEELA,Leela Palaces Hotels & Resorts Limited
THEMISMED,Themis Medicare Limited
THERMAX,Thermax Limited
THOMASCOOK,Thomas Cook  (India)  Limited
THOMASCOTT,Thomas Scott (India) Limited
THYROCARE,Thyrocare Technologies Limited
TI,Tilaknagar Industries Limited
TIGERLOGS,Tiger Logistics (India) Limited
TIIL,Technocraft Industries (India) Limited
TIINDIA,Tube Investments of India Limited
TIMETECHNO,Time Technoplast Limited
TIMEX,Timex Group India Limited
TIMKEN,Timken India Limited
TINNARUBR,Tinna Rubber and Infrastructure Limited
TIPSFILMS,Tips Films Limited
TIPSMUSIC,Tips Music Limited
